ASX code,Company name,Security type,ISIN code
AHJDA,AIR CHANGE INT LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000AHJDA1
AHJAI,AIR CHANGE INT LTD,OPTION EXPIRING 19-APR-2014 EX 80C,AU0000AHJAI0
AIZ,AIR NEW ZEALAND,ORDINARY FULLY PAID,NZAIRE0001S2
AIZAK,AIR NEW ZEALAND,KIWI SHARE,
AIZAM,AIR NEW ZEALAND,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,
AIZAO,AIR NEW ZEALAND,OPTION EXPIRING VARIOUS DATES CEO EX VAR.PRICES,
AIG,AIRCRUISING AUST.,ORDINARY FULLY PAID,AU000000AIG3
AJL,AJ LUCAS GROUP,ORDINARY FULLY PAID,AU000000AJL1
AJLAU,AJ LUCAS GROUP,OPTION EXPIRING 23-NOV-2012 EX $2.11,AU0000AJLAU7
AJLAY,AJ LUCAS GROUP,OPTION EXPIRING 31-AUG-2012 EX NIL,AU0000AJLAY9
AJLAK,AJ LUCAS GROUP,OPTION EXPIRING 30-JUN-2013 EX NIL,AU0000AJLAK8
AJLAQ,AJ LUCAS GROUP,OPTION EXPIRING 24-NOV-2011 EX $1.10,AU0000AJLAQ5
AJLAI,AJ LUCAS GROUP,11% SEC.RED.CONV.PREF SHARE MATURING 08-DEC-2013,AU0000AJLAI2
AQG,ALACER GOLD CORP.,CHESS DEPOSITARY INTERESTS 1:1,AU000000AQG6
AUQ,ALARA RESOURCES LTD,ORDINARY FULLY PAID,AU000000AUQ7
AUQAK,ALARA RESOURCES LTD,OPTION EXPIRING 25-MAY-2014 EX VARIOUS PRICES,AU0000AUQAK4
AUQAM,ALARA RESOURCES LTD,OPTION EXPIRING 27-JUL-2012 EX 55C,AU0000AUQAM0
AUQAI,ALARA RESOURCES LTD,OPTION EXPIRING 25-OCT-2014 EX VARIOUS PRICES,AU0000AUQAI8
AUQAO,ALARA RESOURCES LTD,OPTION EXPIRING 16-SEP-2013 EMPLOYEE EX 35C,AU0000AUQAO6
AUQAQ,ALARA RESOURCES LTD,OPTION EXPIRING 16-SEP-2013 DIRECTOR EX 35C,AU0000AUQAQ1
AUQAS,ALARA RESOURCES LTD,OPTION EXPIRING 22-AUG-2015 EX 35C,AU0000AUQAS7
ALB,ALBIDON LIMITED,CHESS DEPOSITARY INTERESTS 1:1,AU000000ALB8
ALBAI,ALBIDON LIMITED,OPTION EXPIRING 31-DEC-2014 EX 20C,AU0000ALBAI9
ALBAW,ALBIDON LIMITED,OPTION EXPIRING 30-OCT-2012 EX 9C,
ALBAS,ALBIDON LIMITED,OPTION EXPIRING 31-DEC-2014 EX 10C,AU0000ALBAS8
ALBAM,ALBIDON LIMITED,3.75% SEC.RED.CONV.NOTE MATURING 01-NOV-2014,AU0000ALBAM1
ACL,ALCHEMIA LIMITED,ORDINARY FULLY PAID,AU000000ACL6
ACLAK,ALCHEMIA LIMITED,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000ACLAK3
ACLAW,ALCHEMIA LIMITED,OPTION EXPIRING 20-AUG-2011 EX $1.592,AU0000ACLAW8
ACLAZ,ALCHEMIA LIMITED,OPTION EXPIRING 16-DEC-2012 EX 88C,AU0000ACLAZ1
ACLAC,ALCHEMIA LIMITED,OPTION EXPIRING 22-MAY-2012 EX VARIOUS PRICES,AU0000ACLAC0
ACLAI,ALCHEMIA LIMITED,OPTION EXPIRING 20-JUL-2011 EX $1.592,AU0000ACLAI7
ACLAM,ALCHEMIA LIMITED,OPTION EXPIRING 26-JUL-2012 EX 88C,AU0000ACLAM9
ACLAO,ALCHEMIA LIMITED,OPTION EXPIRING 29-JUN-2012 EX 49C,AU0000ACLAO5
ACLAQ,ALCHEMIA LIMITED,OPTION EXPIRING 29-JUN-2013 EX 36C,AU0000ACLAQ0
ALY,ALCHEMY RESOURCE LTD,ORDINARY FULLY PAID,AU000000ALY0
ALYAK,ALCHEMY RESOURCE LTD,OPTION EXPIRING 30-SEP-2012 EX 25C,AU0000ALYAK7
ALYAQ,ALCHEMY RESOURCE LTD,OPTION EXPIRING 30-JUN-2011 EX 25C,AU0000ALYAQ4
ALYAS,ALCHEMY RESOURCE LTD,OPTION EXPIRING 30-JUN-2012 EX 37C,AU0000ALYAS0
ALYAU,ALCHEMY RESOURCE LTD,OPTION EXPIRING 30-JUN-2013 EX 50C,AU0000ALYAU6
AAI,ALCOA INC.,CHESS DEPOSITARY INTERESTS 1:1,AU000000AAI6
AAIAI,ALCOA INC.,SERIAL PREFERRED STOCK,AU0000AAIAI7
AYN,ALCYONE RES LTD,ORDINARY FULLY PAID,AU000000AYN6
AYNN,ALCYONE RES LTD,ORDINARY FULLY PAID DEFERRED,AU00000AYNN4
AYNOB,ALCYONE RES LTD,OPTION EXPIRING 30-SEP-2011,AU0000AYNOB3
AYNAI,ALCYONE RES LTD,OPTION EXPIRING 30-SEP-2012 EX 1C,AU0000AYNAI7
AYNAK,ALCYONE RES LTD,OPTION EXPIRING 31-AUG-15 EX 15C,AU0000AYNAK3
AYNAW,ALCYONE RES LTD,OPTION EXPIRING 09-NOV-2012 EX $9.60,AU0000AYNAW8
AYNAZ,ALCYONE RES LTD,OPTION EXPIRING 31-MAR-2015 EX 11C,AU0000AYNAZ1
LEP,ALE PROPERTY GROUP,ORDINARY/UNITS FULLY PAID STAPLED SECURITIES,AU000000LEP0
LEPHB,ALE PROPERTY GROUP,7.265% CUM. RED. UNSECURED NOTES MAT. 30-SEP-2011,AU0000LEPHB1
LEPHC,ALE PROPERTY GROUP,FRN UNSEC.3MBBSW+4%PA UNSUB.RED.NOTE 20-AUG-2014,AU0000LEPHC9
ALS,ALESCO CORPORATION,ORDINARY FULLY PAID,AU000000ALS2
AJX,ALEXIUM INT GROUP,ORDINARY FULLY PAID,AU000000AJX6
AJXDC,ALEXIUM INT GROUP,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000AJXDC4
AJXAI,ALEXIUM INT GROUP,ORDINARY FULLY PAID RESTRICTED,AU0000AJXAI7
AJXAK,ALEXIUM INT GROUP,CLASS A PERFORMANCE SHARE RESTRICTED,AU0000AJXAK3
AJXAM,ALEXIUM INT GROUP,CLASS B PERFORMANCE SHARE RESTRICTED,AU0000AJXAM9
AJXAA,ALEXIUM INT GROUP,OPTION EXPIRING 24-JUN-2016 EX 10C,AU0000AJXAA4
AJXAU,ALEXIUM INT GROUP,OPTION EXPIRING 31-DEC-2012 EX 10C,AU0000AJXAU2
AJXAW,ALEXIUM INT GROUP,OPTION EXPIRING 26-FEB-2012 EX 30C,AU0000AJXAW8
AJXAY,ALEXIUM INT GROUP,OPTION EXPIRING 31-DEC-2014 EX 30C,AU0000AJXAY4
AJXAZ,ALEXIUM INT GROUP,OPTION EXPIRING 31-DEC-2015 EX VARIOUS PRICES,AU0000AJXAZ1
AJXAO,ALEXIUM INT GROUP,OPTION EXPIRING 26-FEB-2012 RESTRICTED EX 30C,AU0000AJXAO5
AJXAQ,ALEXIUM INT GROUP,OPTION EXPIRING 26-FEB-2012 RESTRICTED EX 40C,AU0000AJXAQ0
AJXAS,ALEXIUM INT GROUP,OPTION EXPIRING 26-FEB-2014 RESTRICTED EX 50C,AU0000AJXAS6
AEB,ALGAE.TEC LIMITED,ORDINARY FULLY PAID,AU000000AEB3
AEBAQ,ALGAE.TEC LIMITED,ORDINARY FULLY PAID RESTRICTED,AU0000AEBAQ7
AEBAI,ALGAE.TEC LIMITED,OPTION EXPIRING 13-JAN-2014 EX 75C,AU0000AEBAI4
AEBAS,ALGAE.TEC LIMITED,OPTION EXPIRING 07-JAN-2016 RESTRICTED EX 75C,AU0000AEBAS3
AA1,ALINTA OPTION/BASKET,ALINTA OPTIONS OVER BASKET,AU000000AA16
ALK,ALKANE RESOURCES LTD,ORDINARY FULLY PAID,AU000000ALK9
AGS,ALLIANCE RESOURCES,ORDINARY FULLY PAID,AU000000AGS2
ABQ,ALLIED BRANDS LTD,ORDINARY FULLY PAID,AU000000ABQ7
ABQAU,ALLIED BRANDS LTD,"ORDINARY PARTLY PAID TO 5C, 55C UNPAID",AU0000ABQAU3
ABQAW,ALLIED BRANDS LTD,"ORDINARY PARTLY PAID TO 5C, 60C UNPAID",AU0000ABQAW9
ABQAA,ALLIED BRANDS LTD,OPTION EXPIRING 17-MAR-2015 EX 17.12C,AU0000ABQAA5
ABQAI,ALLIED BRANDS LTD,OPTION EXPIRING 13-JAN-2015 EX VARIOUS PRICES,AU0000ABQAI8
ABQAK,ALLIED BRANDS LTD,OPTION EXPIRING 15-JUN-2015 EX 0.0459C,AU0000ABQAK4
ABQAM,ALLIED BRANDS LTD,OPTION EXPIRING 18-APR-2015 EX 15.04C,AU0000ABQAM0
ABQAO,ALLIED BRANDS LTD,OPTION EXPIRING 17-JUN-2015 EX 4.59C,AU0000ABQAO6
ABQAQ,ALLIED BRANDS LTD,OPTION EXPIRING 22-MAY-2011 DIRECTOR EX 35C,AU0000ABQAQ1
ABQAS,ALLIED BRANDS LTD,OPTION EXPIRING 18-MAY-2015 EX 12.51C,AU0000ABQAS7
ABQAY,ALLIED BRANDS LTD,OPTION EXPIRING 21-JUN-2015 EX VARIOUS PRICES,AU0000ABQAY5
ABQAZ,ALLIED BRANDS LTD,OPTION EXPIRING 11-FEB-2015 EX 18.99C,AU0000ABQAZ2
ABQAT,ALLIED BRANDS LTD,CONVERTIBLE NOTES,AU0000ABQAT5
ALD,ALLIED GOLD MIN PLC,CHESS DEPOSITARY INTERESTS 1:1,AU000000ALD4
ALDDA,ALLIED GOLD MIN PLC,CHESS DEPOSITARY INTERESTS DEFERRED SETTLEMENT,AU0000ALDDA6
ALDAI,ALLIED GOLD MIN PLC,ORDINARY FULLY PAID,AU0000ALDAI5
ALDAK,ALLIED GOLD MIN PLC,OPTION EXPIRING 31-OCT-2011 EX GBP1.26,AU0000ALDAK1
ALDAM,ALLIED GOLD MIN PLC,OPTION EXPIRING 30-NOV-2011 EX GBP1.26,AU0000ALDAM7
ALDAO,ALLIED GOLD MIN PLC,OPTION EXPIRING 31-DEC-2011 EX GBP1.26,AU0000ALDAO3
ALDAQ,ALLIED GOLD MIN PLC,OPTION EXPIRING 31-DEC-2013 EX GBP1.80,AU0000ALDAQ8
ALDAS,ALLIED GOLD MIN PLC,OPTION EXPIRING 31-DEC-2013 EX GBP1.80,AU0000ALDAS4
AHZ,ALLIED HEALTH LTD,ORDINARY FULLY PAID,AU000000AHZ5
AHZOA,ALLIED HEALTH LTD,OPTION EXPIRING 31-DEC-2011,AU0000AHZOA4
AHZAK,ALLIED HEALTH LTD,OPTION EXPIRING 31-DEC-2011 EX 6C,AU0000AHZAK2
AHZAY,ALLIED HEALTH LTD,OPTION EXPIRING 22-OCT-2014 EX 10C,AU0000AHZAY3
AHZAZ,ALLIED HEALTH LTD,OPTION EXPIRING 31-DEC-2012 EX 10C,AU0000AHZAZ0
AGE,ALLIGATOR ENERGY,ORDINARY FULLY PAID,AU000000AGE2
AGEAA,ALLIGATOR ENERGY,ORDINARY FULLY PAID RESTRICTED,AU0000AGEAA0
AGEAW,ALLIGATOR ENERGY,ORDINARY FULLY PAID RESTRICTED,AU0000AGEAW4
AGEAY,ALLIGATOR ENERGY,ORDINARY FULLY PAID RESTRICTED,AU0000AGEAY0
AGEAZ,ALLIGATOR ENERGY,ORDINARY FULLY PAID RESTRICTED,AU0000AGEAZ7
AGEAO,ALLIGATOR ENERGY,OPTION EXPIRING 07-MAY-2013 EX 20C,AU0000AGEAO1
AGEAI,ALLIGATOR ENERGY,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000AGEAI3
AGEAB,ALLIGATOR ENERGY,OPTION EXPIRING 21-NOV-2015 RESTRICTED EX 20C,AU0000AGEAB8
AGEAC,ALLIGATOR ENERGY,OPTION EXPIRING 07-MAY-2013 RESTRICTED EX 20C,AU0000AGEAC6
AGEAD,ALLIGATOR ENERGY,OPTION EXPIRING 25-JAN-2014 RESTRICTED EX 20C,AU0000AGEAD4
AGEAE,ALLIGATOR ENERGY,OPTION EXPIRING 31-AUG-2012 RESTRICTED EX 35C,AU0000AGEAE2
AGEAF,ALLIGATOR ENERGY,OPTION EXPIRING 30-JUN-2013 RESTRICTED EX 45C,AU0000AGEAF9
AZG,ALLMINE GROUP LTD,ORDINARY FULLY PAID,AU000000AZG7
AZGAK,ALLMINE GROUP LTD,ORDINARY FULLY PAID RESTRICTED,AU0000AZGAK4
AZGAS,ALLMINE GROUP LTD,OPTION EXPIRING 31-DEC-2012 EX 20C,AU0000AZGAS7
AZGAO,ALLMINE GROUP LTD,OPTION EXPIRING 24-FEB-2014 RESTRICTED EX 25C,AU0000AZGAO6
AZGAQ,ALLMINE GROUP LTD,OPTION EXPIRING 24-FEB-2014 RESTRICTED EX 30C,AU0000AZGAQ1
AYR,ALLOY RESOURCES,ORDINARY FULLY PAID,AU000000AYR7
AYRAA,ALLOY RESOURCES,OPTION EXPIRING 30-NOV-2012 EX 25C,AU0000AYRAA5
AYRAZ,ALLOY RESOURCES,OPTION EXPIRING 25-JUL-2011 EMPLOYEE EX 20C,AU0000AYRAZ2
AFPHA,ALPHA FINANCIAL PROD,SERIES 1 MANAGED INCOME UNS.FRN MAT. 20-MAR-2012,AU0000AFPHA3
RAA,ALPHA RECHARGE 2,CITIGROUP ALPHA RECHARGE 2,AU000000RAA7
RAK,ALPHA RESULTS GROWTH,CITIGROUP ALPHA RESULTS GROWTH,AU000000RAK6
RAY,ALPHA RESULTS INCOME,CITIGROUP ALPHA RESULTS INCOME,AU000000RAY7
AIQ,ALTERNATIVE INVEST,ORDINARY UNITS FULLY PAID,AU000000AIQ2
ALU,ALTIUM LIMITED,ORDINARY FULLY PAID,AU000000ALU8
ALUAE,ALTIUM LIMITED,OPTION EXPIRING 21-FEB-2011 EX 92C,AU0000ALUAE8
ALUAF,ALTIUM LIMITED,OPTION EXPIRING 14-MAR-2011 EX 92C,AU0000ALUAF5
ALUAH,ALTIUM LIMITED,OPTION EXPIRING 08-DEC-2011 EX $1.42,AU0000ALUAH1
ALUAI,ALTIUM LIMITED,OPTION EXPIRING 08-MAY-2014 EX $1.00,AU0000ALUAI9
ALUAJ,ALTIUM LIMITED,OPTION EXPIRING 16-JAN-2012 EX $1.42,AU0000ALUAJ7
AYM,ALTIUS MINING LTD,ORDINARY FULLY PAID,AU000000AYM8
AOH,ALTONA MINING LTD,ORDINARY FULLY PAID,AU000000AOH9
AOHDA,ALTONA MINING LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000AOHDA1
AOHAZ,ALTONA MINING LTD,SHARE RIGHTS,AU0000AOHAZ4
AOHAI,ALTONA MINING LTD,OPTION EXPIRING 18-NOV-2013 EX 44C,AU0000AOHAI0
AOHAK,ALTONA MINING LTD,SHARE RIGHT EXPIRING 05-AUG-2013,AU0000AOHAK6
AOHAU,ALTONA MINING LTD,OPTION EXPIRING 27-DEC-2012 EX $1.50,AU0000AOHAU5
AOHAO,ALTONA MINING LTD,OPTION EXPIRING 12-MAR-2012 EX $1.50,AU0000AOHAO8
AOHAQ,ALTONA MINING LTD,OPTION EXPIRING 05-SEP-2011 EX $1.50,AU0000AOHAQ3
AOHAW,ALTONA MINING LTD,OPTION EXPIRING 16-DEC-2013 EX $1.50,AU0000AOHAW1
AOHAY,ALTONA MINING LTD,OPTION EXPIRING 30-JUN-2013 EX $1.50,AU0000AOHAY7
AOHAS,ALTONA MINING LTD,ORDINARY FULLY PAID DEFERRED,AU0000AOHAS9
AJM,ALTURA MINING LTD,ORDINARY FULLY PAID,AU000000AJM9
AJMN,ALTURA MINING LTD,ORDINARY FULLY PAID EX OPTION DEFERRED,AU00000AJMN7
AJMNA,ALTURA MINING LTD,ORDINARY FULLY PAID DEFERRED,AU0000AJMNA0
AJMOA,ALTURA MINING LTD,OPTION EXPIRING 31-AUG-2011,AU0000AJMOA8
AJMAC,ALTURA MINING LTD,OPTION EXPIRING 31-DEC-2011 EX 40C,AU0000AJMAC3
AJMAK,ALTURA MINING LTD,OPTION EXPIRING 30-SEP-2015 EX 20C,AU0000AJMAK6
AWC,ALUMINA LIMITED,ORDINARY FULLY PAID,AU000000AWC3
AWCBSK,ALUMINA LIMITED,OPTIONS AND WARRANTS OVER BASKET,AU000AWCBSK5
AWCAI,ALUMINA LIMITED,2% CONVERTIBLE BOND MATURING 16-MAY-2013,AU0000AWCAI4
AMA,AMA GROUP LIMITED,ORDINARY FULLY PAID,AU000000AMA8
AMAAS,AMA GROUP LIMITED,OPTION EXPIRING 30-APR-2012 EX 46C,AU0000AMAAS8
AMU,AMADEUS ENERGY,ORDINARY FULLY PAID,AU000000AMU6
AMUXX,AMADEUS ENERGY,PLACEMENT,AU0000AMUXX8
AMUYY,AMADEUS ENERGY,PLACEMENT,AU0000AMUYY4
AMUAM,AMADEUS ENERGY,OPTION EXPIRING 02-JUN-2013 EX 31.5C,AU0000AMUAM9
AMUAY,AMADEUS ENERGY,OPTION EXPIRING 01-MAY-2012 EX 80C,AU0000AMUAY4
AMUAI,AMADEUS ENERGY,OPTION EXPIRING 04-AUG-2012 EX 90C,AU0000AMUAI7
AMUAK,AMADEUS ENERGY,OTION EXPIRING 01-MAY-2013 EX 80C,AU0000AMUAK3
AHD,AMALGAMATED HOLDINGS,ORDINARY FULLY PAID,AU000000AHD2
AHDAU,AMALGAMATED HOLDINGS,ORDINARY FULLY PAID,AU0000AHDAU8
AHDAW,AMALGAMATED HOLDINGS,ORDINARY FULLY PAID PERFORMANCE,AU0000AHDAW4
AHDAK,AMALGAMATED HOLDINGS,ORDINARY FULLY PAID EMPLOYEE,AU0000AHDAK9
AHDAO,AMALGAMATED HOLDINGS,ORDINARY FULLY PAID EMPLOYEE,AU0000AHDAO1
AHDAQ,AMALGAMATED HOLDINGS,ORDINARY FULLY PAID EMPLOYEE,AU0000AHDAQ6
AHDAS,AMALGAMATED HOLDINGS,ORDINARY FULLY PAID EMPLOYEE,AU0000AHDAS2
AMO,AMBERTECH LIMITED,ORDINARY FULLY PAID,AU000000AMO9
AMOAI,AMBERTECH LIMITED,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000AMOAI0
AMB,AMBITION GROUP LTD,ORDINARY FULLY PAID,AU000000AMB6
AMBAI,AMBITION GROUP LTD,OPTION EXPIRING 18-JUL-2013 EX 34.034C,AU0000AMBAI7
AMBAK,AMBITION GROUP LTD,OPTION EXPIRING 30-JUN-2014 EX NIL,AU0000AMBAK3
AKY,AMCBF FIVE,ORDINARY FULLY PAID,AU000000AKY2
AKX,AMCBF FOUR,ORDINARY FULLY PAID,AU000000AKX4
AKS,AMCBF ONE,ORDINARY FULLY PAID,AU000000AKS4
AKU,AMCBF THR,ORDINARY FULLY PAID,AU000000AKU0
AKUAO,AMCBF THR,OPTION EXPIRING 30-APR-2013 EX 28C,AU0000AKUAO9
AKT,AMCBF TWO,ORDINARY FULLY PAID,AU000000AKT2
AMH,AMCIL LIMITED,ORDINARY FULLY PAID,AU000000AMH3
AMMDA,AMCOM TELECOMM.,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000AMMDA5
AMMAI,AMCOM TELECOMM.,ORDINARY FULLY PAID,AU0000AMMAI4
AMMAK,AMCOM TELECOMM.,ORDINARY FULLY PAID,AU0000AMMAK0
AMMAO,AMCOM TELECOMM.,CONVERTING SHARES,AU0000AMMAO2
AMMAM,AMCOM TELECOMM.,PERFORMANCE RIGHT EXPIRING 31-DEC-2012,AU0000AMMAM6
AMMAQ,AMCOM TELECOMM.,PERFORMANCE RIGHTS EXPIRING 30-JUN-2013,AU0000AMMAQ7
AMMXE,AMCOM TELECOMM.,ENTITLEMENT TO SHARES IN IINET LIMITED,AU0000AMMXE5
AMM,AMCOM TELECOMM.,ORDINARY FULLY PAID,AU000000AMM3
AMC,AMCOR LIMITED,ORDINARY FULLY PAID,AU000000AMC4
AMCAP,AMCOR LIMITED,PERFORMANCE SHARES,AU0000AMCAP0
AMCBSK,AMCOR LIMITED,OPTIONS AND WARRANTS OVER BASKET,AU000AMCBSK6
AMCAI,AMCOR LIMITED,"ORDINARY PARTLY PAID TO 1C, 99C UNPAID EMPLOYEE",AU0000AMCAI5
AMCAM,AMCOR LIMITED,"ORDINARY PARTLY PAID TO 5C, 95C UNPAID EMPLOYEE",AU0000AMCAM7
AMCAO,AMCOR LIMITED,RIGHT EXPIRING VARIOUS DATES PERFORM EX NIL,AU0000AMCAO3
AMCAK,AMCOR LIMITED,OPTION EXPIRING VARIOUS DATES EMPLOYEE EX VAR.PRI.,AU0000AMCAK1
AM1,AMCOR OPT/BASKET,AMCOR LIMITED - OPTIONS OVER BASKET,AU000000AM12
AMR,AMCOR WARRANTS,AMCOR LIMITED - WARRANTS,AU000000AMR2
AXZ,AMEX RESOURCES,ORDINARY FULLY PAID,AU000000AXZ2
AXZAI,AMEX RESOURCES,OPTION EXPIRING 29-NOV-2012 EX 25C,AU0000AXZAI3
AXZAK,AMEX RESOURCES,OPTION EXPIRING 30-SEP-2011 EX 30C,AU0000AXZAK9
AXZAO,AMEX RESOURCES,OPTION EXPIRING 21-APR-2016 EX $1.02,AU0000AXZAO1
AXZAM,AMEX RESOURCES,OPTION EXPIRING 09-JUN-2015 EX 30C,AU0000AXZAM5
AGF,AMP CAPITAL CHINA,ORDINARY UNITS FULLY PAID,AU000000AGF9
AQNAI,AMP GROUP FINANCE.,ORDINARY FULLY PAID,AU0000AQNAI3
AQNHA,AMP GROUP FINANCE.,UNSECURED SUBORDINATED FRN MATURING 01-APR-2019,AU0000AQNHA5
AMP,AMP LIMITED,ORDINARY FULLY PAID,AU000000AMP6
AMPAA,AMP LIMITED,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000AMPAA4
AMY,AMP WARR.OVER BASKET,BASKET SHARES,AU000000AMY8
AMX,AMPELLA MINING,ORDINARY FULLY PAID,AU000000AMX0
AMXAM,AMPELLA MINING,OPTION EXPIRING 15-JUN-2013 EX $1.50,AU0000AMXAM3
AMXAO,AMPELLA MINING,OPTION EXPIRING 30-JUN-2012 EXECUTIVE EX 40C,AU0000AMXAO9
AMXAA,AMPELLA MINING,OPTION EXPIRING 04-FEB-2014 EX $3.00,AU0000AMXAA8
AMXAQ,AMPELLA MINING,OPTION EXPIRING 05-OCT-2012 EX 60C,AU0000AMXAQ4
AMXAU,AMPELLA MINING,OPTION EXPIRING 30-JUN-2012 EX 40C,AU0000AMXAU6
AMXAY,AMPELLA MINING,OPTION EXPIRING 05-MAY-2013 EX VARIOUS PRICES,AU0000AMXAY8
AMXAZ,AMPELLA MINING,OPTION EXPIRING 31-AUG-2013 EX $2.00,AU0000AMXAZ5
AM9,AMPN OPTIONS,AMPN OPTIONS,AU000000AM95
ANQ,ANAECO LIMITED,ORDINARY FULLY PAID,AU000000ANQ2
ANQOA,ANAECO LIMITED,OPTION EXPIRING 31-MAY-2012 CLASS B,AU0000ANQOA1
ANQXX,ANAECO LIMITED,PLACEMENT,AU0000ANQXX4
ANQAZ,ANAECO LIMITED,OPTION EXPIRING 31-DEC-2011 EX 25C,AU0000ANQAZ7
ANQAI,ANAECO LIMITED,OPTION EXPIRING 31-DEC-2012 EX 35C,AU0000ANQAI3
ALT,ANALYTICA LIMITED,ORDINARY FULLY PAID,AU000000ALT0
ALTAI,ANALYTICA LIMITED,OPTION EXPIRING 31-DEC-2008 EX 2C,AU0000ALTAI1
ALTAY,ANALYTICA LIMITED,OPTION EXPIRING 30-JUN-2012 EX 5C,AU0000ALTAY8
AEK,ANATOLIA ENERGY LTD,ORDINARY FULLY PAID,AU000000AEK4
AEKDA,ANATOLIA ENERGY LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000AEKDA6
AEKAI,ANATOLIA ENERGY LTD,ORDINARY FULLY PAID RESTRICTED,AU0000AEKAI5
AEKAK,ANATOLIA ENERGY LTD,PERFORMANCE SHARES CLASS D RESTRICTED,AU0000AEKAK1
AEKAO,ANATOLIA ENERGY LTD,PERFORMANCE SHARES CLASS A RESTRICTED,AU0000AEKAO3
AEKAQ,ANATOLIA ENERGY LTD,ORDINARY FULLY PAID RESTRICTED,AU0000AEKAQ8
AEKAS,ANATOLIA ENERGY LTD,OPTION EXPIRING 31-DEC-2011 EX $1.40,AU0000AEKAS4
AEKAM,ANATOLIA ENERGY LTD,9.5% CONVERTIBLE NOTE MATURING 31-DEC-2007,AU0000AEKAM7
AHR,ANCHOR RESOURCES,ORDINARY FULLY PAID,AU000000AHR2
AHRNA,ANCHOR RESOURCES,ORDINARY FULLY PAID DEFERRED,AU0000AHRNA3
AHRAM,ANCHOR RESOURCES,OPTION EXPIRING 27-SEP-2014 EX 25C,AU0000AHRAM5
ATM,ANEKA TAMBANG,CHESS DEPOSITARY INTERESTS 1:5,AU000000ATM8
AAR,ANGLO AUSTRALIAN,ORDINARY FULLY PAID,AU000000AAR7
AGG,ANGLOGOLD ASHANTI,CHESS DEPOSITARY INTERESTS 5:1,AU000000AGG7
AGGAS,ANGLOGOLD ASHANTI,ORDINARY FULLY PAID,AU0000AGGAS7
AGGAI,ANGLOGOLD ASHANTI,A REDEEMABLE PREFERENCE SA 50C,AU0000AGGAI8
AGGAK,ANGLOGOLD ASHANTI,B REDEEMABLE PREFERENCE SA 1C,AU0000AGGAK4
AGGAM,ANGLOGOLD ASHANTI,OPTION EXPIRING VARIOUS DATES VARIOUS PRICES,AU0000AGGAM0
AYG,ANITTEL GROUP LTD,ORDINARY FULLY PAID,AU000000AYG0
AYGN,ANITTEL GROUP LTD,ORDINARY FULLY PAID DEFERRED,AU00000AYGN8
AYGAI,ANITTEL GROUP LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000AYGAI1
AYGAQ,ANITTEL GROUP LTD,OPTION EXPIRING 22-JUN-2014 EX 1C,AU0000AYGAQ4
AYGAK,ANITTEL GROUP LTD,OPTION EXPIRING 31-DEC-2011 EX 1.3C,AU0000AYGAK7
XINAA,ANNA UNQUOTED ISIN'S,PALANDRI LTD - ORDINARY FULLY PAID,AU0000XINAA9
XINAAA,ANNA UNQUOTED ISIN'S,MACQUARIE P-1364 TW GENERIC BASKET,AU000XINAAA4
XINAAB,ANNA UNQUOTED ISIN'S,MACQUARIE P-1373 CHUNGHWA TELECOM,AU000XINAAB2
XINAAC,ANNA UNQUOTED ISIN'S,MACQUARIE P-1377 INDIABULLS REAL ESTATE LTD,AU000XINAAC0
XINAAD,ANNA UNQUOTED ISIN'S,CREAT RESOURCES HOLDINGS LIMITED - ORD FULLY PAID,AU000XINAAD8
XINAAE,ANNA UNQUOTED ISIN'S,MACQUARIE P-1390 ING INDUSTRIAL FUND,AU000XINAAE6
XINAAF,ANNA UNQUOTED ISIN'S,MQB P-1414 BANK OF INDIA,AU000XINAAF3
XINAAG,ANNA UNQUOTED ISIN'S,RESOURCEHOUSE LIMITED - ORDINARY FULLY PAID,AU000XINAAG1
XINAAH,ANNA UNQUOTED ISIN'S,MACQUARIE P-1433 MUNDRA PORT & SEZ LTD,AU000XINAAH9
XINAAI,ANNA UNQUOTED ISIN'S,MACQUARIE P-1435 STATE BANK OF INDIA,AU000XINAAI7
XINAAJ,ANNA UNQUOTED ISIN'S,MACQUARIE P-1364 SESA GOA LTD,AU000XINAAJ5
XINAAK,ANNA UNQUOTED ISIN'S,MACQUARIE P-1437 STEEL AUTHORITY OF INDIA,AU000XINAAK3
XINAAL,ANNA UNQUOTED ISIN'S,MACQUARIE P-1438 AMBUJA CEMENTS LTD,AU000XINAAL1
XINAAM,ANNA UNQUOTED ISIN'S,MACQUARIE P-1439 GRASIM INDUSTRIES LTD,AU000XINAAM9
